severity,pipeline,metric,mean,ci95_low,ci95_high,n
1.0,raw,runtime_ms,0.12464241202299793,0.10981288821009609,0.13937806021810198,24
1.0,background_only,ssim,0.3151189310735037,0.29641218909511696,0.3347606524274039,24
1.0,background_only,signal_pearson,0.580456482372379,0.5491374287175913,0.6096411186615563,24
1.0,background_only,signal_nrmse,0.19963542348705232,0.19266897729830815,0.20727451242079648,24
1.0,background_only,background_fraction,0.30336766725427083,0.2954648539696091,0.31247096038245104,24
1.0,background_only,registration_error_px,2.24653426806132,2.1016203494121632,2.3861912167320645,24
1.0,background_only,runtime_ms,2.02433142112568,1.9489621037791949,2.117369627133788,24
1.0,illumination_only,ssim,0.3030469896283156,0.2841219485313991,0.3222796222013783,24
1.0,illumination_only,signal_pearson,0.5528122906915395,0.5189657997475166,0.5820827848093785,24
1.0,illumination_only,signal_nrmse,0.20372118537003794,0.19672134692858284,0.21093406043364665,24
1.0,illumination_only,background_fraction,0.33877293253164903,0.329346058410541,0.34793814178507826,24
1.0,illumination_only,registration_error_px,2.24653426806132,2.0899935194601613,2.4075365540881952,24
1.0,illumination_only,runtime_ms,5.8661475001523895,5.581914975967568,6.216532964269088,24
1.0,registration_only,ssim,0.5285139571959705,0.5239292970912821,0.5341228616054627,24
1.0,registration_only,signal_pearson,0.922197293549481,0.9165715288216629,0.9273936541843889,24
1.0,registration_only,signal_nrmse,0.10107567386391263,0.09837166592672777,0.10405157672745796,24
1.0,registration_only,background_fraction,0.2543443643727921,0.24978388089990256,0.26045654334688695,24
1.0,registration_only,registration_error_px,0.05250847506492088,0.0467444420636942,0.057979145283267516,24
1.0,registration_only,runtime_ms,1.39883320662193,1.1826697744254488,1.6952002901234662,24
1.0,full,ssim,0.5404731543233009,0.5355822165285232,0.5457811012845659,24
1.0,full,signal_pearson,0.9076063322006004,0.8992044460597549,0.9158834231076423,24
1.0,full,signal_nrmse,0.10637877322733402,0.10199273103110802,0.11062776690620618,24
1.0,full,background_fraction,0.23954238479778334,0.23538441890206308,0.24385728211119084,24
1.0,full,registration_error_px,0.05421360454056412,0.04743567255985302,0.06176254284218885,24
1.0,full,runtime_ms,10.429547042197859,8.762568266441425,12.896611448862435,24
1.0,full_no_background,ssim,0.5159111360373242,0.5106767447194871,0.5213540101485852,24
1.0,full_no_background,signal_pearson,0.9084968562788406,0.9006112390741381,0.9172240187246771,24
1.0,full_no_background,signal_nrmse,0.11282193823717535,0.10834383108497907,0.11736899903626181,24
1.0,full_no_background,background_fraction,0.27290677522292595,0.26715657943870263,0.2784187733357098,24
1.0,full_no_background,registration_error_px,0.05331368383485824,0.046490006231276006,0.059884244416995594,24
1.0,full_no_background,runtime_ms,7.941816031234339,6.757041602638007,10.151563405330913,24
1.0,full_no_illumination,ssim,0.5538089253791033,0.5493923705505847,0.5578220889157368,24
1.0,full_no_illumination,signal_pearson,0.9289184342872104,0.9242994034267613,0.9330907996512922,24
1.0,full_no_illumination,signal_nrmse,0.09355689072981477,0.09146099607848251,0.0957547067955602,24
1.0,full_no_illumination,background_fraction,0.2206537883859088,0.21673462827825074,0.2243773434754558,24
1.0,full_no_illumination,registration_error_px,0.05431437488490095,0.048442492543836126,0.06047102849503668,24
1.0,full_no_illumination,runtime_ms,3.6497343195757517,2.9838723137800116,4.802784202668893,24
1.0,full_no_registration,ssim,0.3081300818143245,0.2896671876707152,0.32556607719060177,24
1.0,full_no_registration,signal_pearson,0.552751644831542,0.5177428570211444,0.584089868124786,24
1.0,full_no_registration,signal_nrmse,0.20500138751231134,0.19693096964037976,0.21321582883247173,24
1.0,full_no_registration,background_fraction,0.3249062278632675,0.3164603752881978,0.3326287098678877,24
1.0,full_no_registration,registration_error_px,2.24653426806132,2.110237049808105,2.4087214689701795,24
1.0,full_no_registration,runtime_ms,8.008147502550855,7.5144753682252485,8.558509809760531,24
1.5,raw,ssim,0.1944330240087214,0.17546394739217402,0.21267847861746275,24
1.5,raw,signal_pearson,0.4431370499264174,0.41115788533405867,0.4775000152097447,24
1.5,raw,signal_nrmse,0.23873152335484824,0.23125849665763476,0.24757732970562454,24
1.5,raw,background_fraction,0.44853072624401413,0.4348325165135962,0.46163793359070293,24
1.5,raw,registration_error_px,3.271014859278997,3.019719592233499,3.547353685647249,24
1.5,raw,runtime_ms,0.05417180364020169,0.050803109722134344,0.05752180271277515,24
1.5,background_only,ssim,0.19822559897890654,0.17851549431047747,0.21873672230409386,24
1.5,background_only,signal_pearson,0.44584398882938997,0.41632228275406763,0.47786001642350157,24
1.5,background_only,signal_nrmse,0.2406525653010855,0.2316355101861215,0.24908586526289583,24
1.5,background_only,background_fraction,0.4322682181931768,0.41820139434421355,0.44581891532947737,24
1.5,background_only,registration_error_px,3.271014859278997,3.0267459442218145,3.5196666434407233,24
1.5,background_only,runtime_ms,1.8649148987606168,1.8513918808215142,1.8795173746184446,24
1.5,illumination_only,ssim,0.1921489946091838,0.17369696157750178,0.21023732119521613,24
1.5,illumination_only,signal_pearson,0.42935284176066907,0.39815745378834577,0.4588906113155965,24
1.5,illumination_only,signal_nrmse,0.23880841427793106,0.23106253676426908,0.24669026631745508,24
1.5,illumination_only,background_fraction,0.47131274976163345,0.45670131675015835,0.4850643763764059,24
1.5,illumination_only,registration_error_px,3.271014859278997,3.0074671069780985,3.536317423482736,24
1.5,illumination_only,runtime_ms,5.513574685513352,5.431838975831245,5.596370579344996,24
1.5,registration_only,ssim,0.46246302962824454,0.45613958813931904,0.46892290376329454,24
1.5,registration_only,signal_pearson,0.8576897805944638,0.8489366864883455,0.8667132031215936,24
1.5,registration_only,signal_nrmse,0.13324134323435524,0.1296975237763642,0.1370163775650629,24
1.5,registration_only,background_fraction,0.32781400559322527,0.3210602453722474,0.3349377301869727,24
1.5,registration_only,registration_error_px,0.05984693501765529,0.05240183705075954,0.06662199818529188,24
1.5,registration_only,runtime_ms,1.1189045132293056,1.093815922407278,1.1518113957815028,24
1.5,full,ssim,0.482195143258562,0.4764631693551166,0.4875159338811277,24
1.5,full,signal_pearson,0.8682189243662908,0.8577582942070687,0.877667678141536,24
1.5,full,signal_nrmse,0.12773886470434567,0.12376261161989532,0.13157752323313615,24
1.5,full,background_fraction,0.3093479866378051,0.3042505584090454,0.314607676285122,24
1.5,full,registration_error_px,0.06220906235588094,0.05532717636281935,0.069740043731872,24
1.5,full,runtime_ms,8.359503486038497,8.260428161156597,8.453569820267148,24
1.5,full_no_background,ssim,0.4554346107688871,0.4492954802613127,0.4608750707792266,24
1.5,full_no_background,signal_pearson,0.8714832679169118,0.8625806992700584,0.8791755602842988,24
1.5,full_no_background,signal_nrmse,0.13602661380233863,0.13193795073893852,0.13992173509517064,24
1.5,full_no_background,background_fraction,0.3481265028085687,0.34133904694340533,0.3546039342124665,24
1.5,full_no_background,registration_error_px,0.06166222637208799,0.05310228400824902,0.06951521293182547,24
1.5,full_no_background,runtime_ms,6.411593727534637,6.328953293511101,6.506347482597145,24
1.5,full_no_illumination,ssim,0.48952919070758544,0.48324763517071295,0.49538922535124685,24
1.5,full_no_illumination,signal_pearson,0.8703004544250917,0.8637417416910125,0.876802963942117,24
1.5,full_no_illumination,signal_nrmse,0.12264725239947438,0.11967616203667907,0.12545439056896915,24
1.5,full_no_illumination,background_fraction,0.28703205198898313,0.2816856246029945,0.2921750718827166,24
1.5,full_no_illumination,registration_error_px,0.05935803040241202,0.051677105261478576,0.06646471124064798,24
1.5,full_no_illumination,runtime_ms,2.8756632236763835,2.8444907480055313,2.9120269170865263,24
1.5,full_no_registration,ssim,0.19538824122183976,0.175435606723369,0.21344042088150422,24
1.5,full_no_registration,signal_pearson,0.4288069233620863,0.39794224121548755,0.45950139522879463,24
1.5,full_no_registration,signal_nrmse,0.2420555412924538,0.2332870760350488,0.250944591127336,24
1.5,full_no_registration,background_fraction,0.4597056923339285,0.4460377061992411,0.4740747929544602,24
1.5,full_no_registration,registration_error_px,3.271014859278997,3.0191127528746926,3.538705603778362,24
1.5,full_no_registration,runtime_ms,7.406390592223033,7.307469116494758,7.52179376455994,24
